169.238 -43.5859 -2 9.18407
169.238 -43.5859 0 8.72255
169.238 -43.5859 2 8.60469
169.238 -43.5859 4 8.50212
169.238 -43.5859 6 8.43301
169.238 -43.5859 8 8.44077
169.238 -43.5859 10 8.46354
169.238 -43.5859 12 8.49877
169.238 -43.5859 14 8.54694
169.238 -43.5859 16 8.60832
169.238 -43.5859 18 8.6902
169.238 -43.5859 20 8.78546
169.238 -43.5859 22 8.89102
169.238 -43.5859 24 9.00127
169.238 -43.5859 26 9.11646
169.238 -43.5859 28 9.24253
169.238 -43.5859 30 9.38101
169.238 -43.5859 32 9.53067
169.238 -43.5859 34 9.68895
169.238 -43.5859 36 9.85362
169.238 -43.5859 38 10.0184
169.238 -43.5859 40 10.178
169.238 -43.5859 42 10.3314
169.238 -43.5859 44 10.4803
169.238 -43.5859 46 10.628
169.258 -43.5753 -2 9.15812
169.258 -43.5753 0 8.69624
169.258 -43.5753 2 8.57892
169.258 -43.5753 4 8.47638
169.258 -43.5753 6 8.40792
169.258 -43.5753 8 8.41549
169.258 -43.5753 10 8.43802
169.258 -43.5753 12 8.47164
169.258 -43.5753 14 8.51946
169.258 -43.5753 16 8.57975
169.258 -43.5753 18 8.66114
169.258 -43.5753 20 8.75642
169.258 -43.5753 22 8.8623
169.258 -43.5753 24 8.97293
169.258 -43.5753 26 9.08846
169.258 -43.5753 28 9.21485
169.258 -43.5753 30 9.35359
169.258 -43.5753 32 9.50317
169.258 -43.5753 34 9.6609
169.258 -43.5753 36 9.82469
169.258 -43.5753 38 9.98874
169.258 -43.5753 40 10.1481
169.258 -43.5753 42 10.3018
169.258 -43.5753 44 10.4515
169.258 -43.5753 46 10.6003
169.279 -43.5648 -2 9.15761
169.279 -43.5648 0 8.69492
169.279 -43.5648 2 8.57766
169.279 -43.5648 4 8.47626
169.279 -43.5648 6 8.41079
169.279 -43.5648 8 8.4128
169.279 -43.5648 10 8.43161
169.279 -43.5648 12 8.46266
169.279 -43.5648 14 8.50978
169.279 -43.5648 16 8.56843
169.279 -43.5648 18 8.64885
169.279 -43.5648 20 8.74363
169.279 -43.5648 22 8.84932
169.279 -43.5648 24 8.95992
169.279 -43.5648 26 9.07544
169.279 -43.5648 28 9.20178
169.279 -43.5648 30 9.34045
169.279 -43.5648 32 9.48964
169.279 -43.5648 34 9.64651
169.279 -43.5648 36 9.80908
169.279 -43.5648 38 9.97205
169.279 -43.5648 40 10.1308
169.279 -43.5648 42 10.2842
169.279 -43.5648 44 10.4341
169.279 -43.5648 46 10.5835
169.299 -43.5542 -2 9.1821
169.299 -43.5542 0 8.71919
169.299 -43.5542 2 8.60217
169.299 -43.5542 4 8.50213
169.299 -43.5542 6 8.43898
169.299 -43.5542 8 8.43727
169.299 -43.5542 10 8.45314
169.299 -43.5542 12 8.48327
169.299 -43.5542 14 8.53022
169.299 -43.5542 16 8.58862
169.299 -43.5542 18 8.6688
169.299 -43.5542 20 8.76331
169.299 -43.5542 22 8.86873
169.299 -43.5542 24 8.97904
169.299 -43.5542 26 9.09426
169.299 -43.5542 28 9.2203
169.299 -43.5542 30 9.35864
169.299 -43.5542 32 9.50721
169.299 -43.5542 34 9.66306
169.299 -43.5542 36 9.82426
169.299 -43.5542 38 9.98599
169.299 -43.5542 40 10.1441
169.299 -43.5542 42 10.2973
169.299 -43.5542 44 10.4474
169.299 -43.5542 46 10.5974
169.319 -43.5436 -2 9.21986
169.319 -43.5436 0 8.75636
169.319 -43.5436 2 8.64006
169.319 -43.5436 4 8.54152
169.319 -43.5436 6 8.48044
169.319 -43.5436 8 8.47369
169.319 -43.5436 10 8.48574
169.319 -43.5436 12 8.51314
169.319 -43.5436 14 8.5594
169.319 -43.5436 16 8.61631
169.319 -43.5436 18 8.69574
169.319 -43.5436 20 8.78974
169.319 -43.5436 22 8.89474
169.319 -43.5436 24 9.00462
169.319 -43.5436 26 9.11936
169.319 -43.5436 28 9.24492
169.319 -43.5436 30 9.3828
169.319 -43.5436 32 9.53089
169.319 -43.5436 34 9.68597
169.319 -43.5436 36 9.84604
169.319 -43.5436 38 10.0067
169.319 -43.5436 40 10.1642
169.319 -43.5436 42 10.3172
169.319 -43.5436 44 10.4672
169.319 -43.5436 46 10.6167
169.339 -43.533 -2 9.26999
169.339 -43.533 0 8.80586
169.339 -43.533 2 8.69017
169.339 -43.533 4 8.5927
169.339 -43.533 6 8.53385
169.339 -43.533 8 8.52141
169.339 -43.533 10 8.52894
169.339 -43.533 12 8.55307
169.339 -43.533 14 8.59848
169.339 -43.533 16 8.65352
169.339 -43.533 18 8.73184
169.339 -43.533 20 8.82505
169.339 -43.533 22 8.92943
169.339 -43.533 24 9.0387
169.339 -43.533 26 9.15279
169.339 -43.533 28 9.27767
169.339 -43.533 30 9.41486
169.339 -43.533 32 9.56195
169.339 -43.533 34 9.71576
169.339 -43.533 36 9.87462
169.339 -43.533 38 10.0341
169.339 -43.533 40 10.1905
169.339 -43.533 42 10.3425
169.339 -43.533 44 10.4917
169.339 -43.533 46 10.6409
169.36 -43.5224 -2 9.33203
169.36 -43.5224 0 8.86725
169.36 -43.5224 2 8.7521
169.36 -43.5224 4 8.65583
169.36 -43.5224 6 8.59877
169.36 -43.5224 8 8.58035
169.36 -43.5224 10 8.583
169.36 -43.5224 12 8.60334
169.36 -43.5224 14 8.648
169.36 -43.5224 16 8.70077
169.36 -43.5224 18 8.77777
169.36 -43.5224 20 8.87
169.36 -43.5224 22 8.97357
169.36 -43.5224 24 9.08204
169.36 -43.5224 26 9.19528
169.36 -43.5224 28 9.31929
169.36 -43.5224 30 9.45561
169.36 -43.5224 32 9.60151
169.36 -43.5224 34 9.75363
169.36 -43.5224 36 9.91047
169.36 -43.5224 38 10.0682
169.36 -43.5224 40 10.2232
169.36 -43.5224 42 10.3742
169.36 -43.5224 44 10.5229
169.36 -43.5224 46 10.6719
169.38 -43.5119 -2 9.40563
169.38 -43.5119 0 8.9402
169.38 -43.5119 2 8.82561
169.38 -43.5119 4 8.73049
169.38 -43.5119 6 8.67492
169.38 -43.5119 8 8.65032
169.38 -43.5119 10 8.64787
169.38 -43.5119 12 8.66395
169.38 -43.5119 14 8.70756
169.38 -43.5119 16 8.75866
169.38 -43.5119 18 8.83372
169.38 -43.5119 20 8.92476
169.38 -43.5119 22 9.02733
169.38 -43.5119 24 9.13483
169.38 -43.5119 26 9.24704
169.38 -43.5119 28 9.37001
169.38 -43.5119 30 9.50528
169.38 -43.5119 32 9.6498
169.38 -43.5119 34 9.80005
169.38 -43.5119 36 9.95467
169.38 -43.5119 38 10.1103
169.38 -43.5119 40 10.2637
169.38 -43.5119 42 10.4136
169.38 -43.5119 44 10.5615
169.38 -43.5119 46 10.71
169.4 -43.5013 -2 9.49044
169.4 -43.5013 0 9.02438
169.4 -43.5013 2 8.91038
169.4 -43.5013 4 8.81641
169.4 -43.5013 6 8.76196
169.4 -43.5013 8 8.73105
169.4 -43.5013 10 8.72327
169.4 -43.5013 12 8.73491
169.4 -43.5013 14 8.77697
169.4 -43.5013 16 8.82611
169.4 -43.5013 18 8.89967
169.4 -43.5013 20 8.98927
169.4 -43.5013 22 9.09069
169.4 -43.5013 24 9.19704
169.4 -43.5013 26 9.30806
169.4 -43.5013 28 9.42982
169.4 -43.5013 30 9.56387
169.4 -43.5013 32 9.70685
169.4 -43.5013 34 9.85506
169.4 -43.5013 36 10.0073
169.4 -43.5013 38 10.1606
169.4 -43.5013 40 10.3122
169.4 -43.5013 42 10.4607
169.4 -43.5013 44 10.6076
169.4 -43.5013 46 10.7554
169.42 -43.4907 -2 9.58523
169.42 -43.4907 0 9.12067
169.42 -43.4907 2 9.00453
169.42 -43.4907 4 8.90899
169.42 -43.4907 6 8.85298
169.42 -43.4907 8 8.82067
169.42 -43.4907 10 8.81209
169.42 -43.4907 12 8.82341
169.42 -43.4907 14 8.8648
169.42 -43.4907 16 8.91305
169.42 -43.4907 18 8.98353
169.42 -43.4907 20 9.07019
169.42 -43.4907 22 9.16922
169.42 -43.4907 24 9.27335
169.42 -43.4907 26 9.38233
169.42 -43.4907 28 9.50208
169.42 -43.4907 30 9.63414
169.42 -43.4907 32 9.77536
169.42 -43.4907 34 9.92202
169.42 -43.4907 36 10.0726
169.42 -43.4907 38 10.224
169.42 -43.4907 40 10.3731
169.42 -43.4907 42 10.5192
169.42 -43.4907 44 10.6641
169.42 -43.4907 46 10.8105
169.441 -43.4801 -2 9.69174
169.441 -43.4801 0 9.22863
169.441 -43.4801 2 9.10967
169.441 -43.4801 4 9.0119
169.441 -43.4801 6 8.95334
169.441 -43.4801 8 8.92197
169.441 -43.4801 10 8.91454
169.441 -43.4801 12 8.92723
169.441 -43.4801 14 8.96816
169.441 -43.4801 16 9.01556
169.441 -43.4801 18 9.08362
169.441 -43.4801 20 9.167
169.441 -43.4801 22 9.26395
169.441 -43.4801 24 9.36334
169.441 -43.4801 26 9.46956
169.441 -43.4801 28 9.58672
169.441 -43.4801 30 9.7162
169.441 -43.4801 32 9.85505
169.441 -43.4801 34 9.99971
169.441 -43.4801 36 10.1486
169.441 -43.4801 38 10.298
169.441 -43.4801 40 10.4447
169.441 -43.4801 42 10.5881
169.441 -43.4801 44 10.7305
169.441 -43.4801 46 10.8749
169.461 -43.4695 -2 9.80994
169.461 -43.4695 0 9.34831
169.461 -43.4695 2 9.22653
169.461 -43.4695 4 9.12642
169.461 -43.4695 6 9.0649
169.461 -43.4695 8 9.0357
169.461 -43.4695 10 9.03027
169.461 -43.4695 12 9.04494
169.461 -43.4695 14 9.08551
169.461 -43.4695 16 9.13201
169.461 -43.4695 18 9.19748
169.461 -43.4695 20 9.27764
169.461 -43.4695 22 9.3696
169.461 -43.4695 24 9.46797
169.461 -43.4695 26 9.56934
169.461 -43.4695 28 9.68337
169.461 -43.4695 30 9.80983
169.461 -43.4695 32 9.94589
169.461 -43.4695 34 10.0881
169.461 -43.4695 36 10.2348
169.461 -43.4695 38 10.3819
169.461 -43.4695 40 10.5261
169.461 -43.4695 42 10.6666
169.461 -43.4695 44 10.8063
